depth		21.3
divetime	51
tank            alu
pressure        170
volume          11
air             EAN32
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Jim
link            https://katzgraber.org/album/album76/index.html
tech            None
comments        Saw moray eel, pipe fish
############################################################################
id              175
location        Garden Eel Cove
site            Hawaii, USA
date            10/01/11
time            PM
depth           25.0
divetime        49
tank            alu
pressure        160
volume          11
air             EAN32
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album76/index.html
tech            None
comments        Saw dolphins on ride, garden eels, schol of goatfish, white-tip reed shark
############################################################################
id              176
location        Garden Eel Cove
site            Hawaii, USA
date            10/01/11
time            NI
depth           18.6
divetime        51
tank            alu
pressure        170
volume          11
air             EAN32
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album76/index.html
tech            None
comments        Saw no mantas...
############################################################################
id              177
location        Garden Eel Cove
site            Hawaii, USA
date            14/01/11
time            PM
depth           23.8
divetime        46
tank            alu
pressure        160
volume          11
air             EAN32
kilos           8
suit            long 6:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album76/index.html
tech            None
comments        Saw moray eel, school of goat fish
############################################################################
id              178
location        Garden Eel Cove
site            Hawaii, USA
date            14/01/11
time            NI
depth           12.0
divetime        59
tank            alu
pressure        170
volume          11
air             EAN32
kilos           8
suit            long 6:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album76/index.html
tech            None
comments        Saw six mantas. Most awesome dive ever.
############################################################################
id              179
location        Suck Em Up
site            Hawaii, USA
date            15/01/11
time            AM
depth           13.9
divetime        57
tank            alu
pressure        160
volume          11
air             EAN32
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Steve
link            https://katzgraber.org/album/album76/index.html
tech            None
comments        Saw turtle, varicose wart slug, juvenile dragon wrasses, triggerfish, frogfish
############################################################################
id              180
location        Old Airport
site            Hawaii, USA
date            15/01/11
time            PM
depth           15.8
divetime        52
tank            alu
pressure        160
volume          11
air             EAN32
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Steve
link            https://katzgraber.org/album/album76/index.html
tech            None
comments        Saw two leaf scorpion fish, moray eels
############################################################################
id              181
location        Pelagic Night Drift Dive
site            Hawaii, USA
date            15/01/11
time            NI
depth           14.0
divetime        69
tank            alu
pressure        170
volume          11
air             Air
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Matt
link            https://katzgraber.org/album/album76/index.html
tech            Tethered off boat at 14m (drift dive)
comments        Saw many different pelagic jellyfish, pelagic octopus, blue shark. Awesome.
############################################################################
id              182
location        Freeze Face
site            Hawaii, USA
date            14/01/12
time            AM
depth           20.5
divetime        70
tank            alu
pressure        180
volume          11
air             EAN32
temp            25.0
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Jim
link            https://katzgraber.org/album/album79/index.html
tech            None
comments        Saw octopus, large tuna, file fish, many juvenile fish
############################################################################
id              183
location        Suckem Up
site            Hawaii, USA
date            14/01/12
time            PM
depth           12.8
divetime        61
tank            alu
pressure        170
volume          11
air             EAN32
temp            25.0
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Jim
link            https://katzgraber.org/album/album79/index.html
tech            Awesome cave construction (strong surge at end)
comments        Saw two harlequin shrimp, mooray eel, boxfish, octopus, 3 nudibranches
############################################################################
id              184
location        Garden Eel Cove
site            Hawaii, USA
date            15/01/12
time            PM
depth           21.8
divetime        50
tank            alu
pressure        170
volume          11
air             EAN32
temp            25.0
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album79/index.html
tech            None
comments        Saw garden eels, fire angel fish, school of goatfish
############################################################################
id              185
location        Garden Eel Cove
site            Hawaii, USA
date            15/01/12
time            NI
depth           11.3
divetime        60
tank            alu
pressure        170
volume          11
air             EAN32
temp            25.0
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album79/index.html
tech            None
comments        Saw 23 mantas and ended the dive with two bottlenose dolphins
############################################################################
id              186
location        Rabbis Reef
site            Hawaii, USA
date            16/01/12
time            AM
depth           23.4
divetime        51
tank            alu
pressure        170
volume          11
air             EAN32
temp            25.0
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Neal
link            https://katzgraber.org/album/album79/index.html
tech            None
comments        Saw several nudibranchs, juvenile dragon wrasse, swam with dolphins
############################################################################
id              187
location        Hoover's Tower
site            Hawaii, USA
date            16/01/12
time            PM
depth           24.9
divetime        57
tank            alu
pressure        150
volume          11
air             EAN32
temp            25.0
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Neal
link            https://katzgraber.org/album/album79/index.html
tech            None
comments        Saw two large mantas, several boxfish, listened to whales
############################################################################
id              188
location        Lone Tree
site            Hawaii, USA
date            18/01/12
time            AM
depth           21.7
divetime        54
tank            alu
pressure        180
volume          11
air             EAN32
temp            25.0
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Allison
link            https://katzgraber.org/album/album79/index.html
tech            None
comments        Saw mooray eels, some nudies. Leaf scorpion fish, swam with pilot whales
############################################################################
id              189
location        Air Tanks
site            Hawaii, USA
date            18/01/12
time            PM
depth           16.0
divetime        56
tank            alu
pressure        170
volume          11
air             EAN32
temp            25.0
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Allison
link            https://katzgraber.org/album/album79/index.html
tech            None
comments        Saw beautiful leaf scorpion fish, wonderful coral landscape
############################################################################
id              190
location        Pelagic Night Drift Dive
site            Hawaii, USA
date            20/01/12
time            NI
depth           13.0
divetime        56
tank            alu
pressure        180
volume          11
air             Air
temp            25.0
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Matthew
link            https://katzgraber.org/album/album79/index.html
tech            Tethered off boat at 13m drift dive
comments        Saw many pelagic creatures and jellyfish.
############################################################################
id              191
location        Garden Eel Cove
site            Hawaii, USA
date            21/01/12
time            PM
depth           21.0
divetime        52
tank            alu
pressure        170
volume          11
air             EAN32
temp            25.5
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Liz   
link            https://katzgraber.org/album/album79/index.html
tech            None
comments        Saw two mantas, nice coral
############################################################################
id              192
location        Garden Eel Cove
site            Hawaii, USA
date            21/01/12
time            NI
depth           11.0
divetime        61
tank            alu
pressure        170
volume          11
air             EAN32
temp		25.5
kilos           8
suit            long 6:3
buddy           Kim-Vy Tran
guide           Liz
link            https://katzgraber.org/album/album79/index.html
tech            Pretty cold...
comments        Saw 15 mantas
############################################################################
id              193
location        Palancar Bricks
site            Cozumel, Mexico
date            04/07/12
time            PM
depth           30.5
divetime        47
tank            alu
pressure        180
volume          10
air             Air
temp            29.5
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           David
link            https://katzgraber.org/album/album82/index.html
tech            None
comments        Saw lobsters, shrimp, huge crab. Wonderful coral and spongues.
############################################################################
id              194
location        Casilla to Santa Rosa
site            Cozumel, Mexico
date            04/07/12
time            PM
depth           16.6
divetime        59
tank            alu
pressure        160
volume          10
air             Air
temp            29.5
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           David
link            https://katzgraber.org/album/album82/index.html
tech            None
comments        Saw 2 nurse sharks (large), one reef shark, sting rays. Very nice coral.
############################################################################
id              195
location        Palancar Gardens
site            Cozumel, Mexico
date            05/07/12
time            PM
depth           24.9
divetime        52
tank            alu
pressure        180
volume          10
air             Air
temp            29.4
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Adrian
link            https://katzgraber.org/album/album82/index.html
tech            None
comments        Awesome reef and overhangs.
############################################################################
id              196
location        La Lila
site            Cozumel, Mexico
date            05/07/12
time            PM
depth           20.6
divetime        50
tank            alu
pressure        150
volume          10
air             Air
temp            29.4
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Adrian
link            https://katzgraber.org/album/album82/index.html
tech            Medium current
comments        Saw two turtles, overhangs. 
############################################################################
id              197
location        Palancar caves to Palancar horse shoe
site            Cozumel, Mexico
date            06/07/12
time            PM
depth           23.8
divetime        56
tank            alu
pressure        180
volume          10
air             Air
temp            29.4
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Miguel
link            https://katzgraber.org/album/album82/index.html
tech            None
comments        Saw three lion fish, wonderful coral formations.
############################################################################
id              198
location        Santa Rosa
site            Cozumel, Mexico
date            06/07/12
time            PM
depth           17.1
divetime        51
tank            alu
pressure        160
volume          10
air             Air
temp            29.4
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Miguel
link            https://katzgraber.org/album/album82/index.html
tech            Medium current
comments        Nice sandy plains, sharks, rays, large moray eel
############################################################################
id              199
location        Santa Rosa Wall
site            Cozumel, Mexico
date            07/07/12
time            PM
depth           32.7
divetime        55
tank            alu
pressure        160
volume          10
air             Air
temp            29.4
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Orlando
link            https://katzgraber.org/album/album82/index.html
tech            None
comments        Nice nurse shark, pair of turtles, stingray, large cods, barracuda
############################################################################
id              200
location        San Clemente
site            Cozumel, Mexico
date            07/07/12
time            PM
depth           18.9
divetime        60
tank            alu
pressure        160
volume          10
air             Air
temp            29.4
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Orlando
link            https://katzgraber.org/album/album82/index.html
tech            None
comments        Saw toad fish, many anemones, juvenile jackfish, pair of moray eels
############################################################################
id              201
location        Felipe Xicotencatl Shipwreck
site            Cozumel, Mexico
date            08/07/12
time            PM
depth           21.7
divetime        49
tank            alu
pressure        180
volume          10
air             Air
temp            27.8
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Miguel
link            https://katzgraber.org/album/album82/index.html
tech            Wreck dive
comments        Saw many glass fish, baracuda, potato cod, garden eels in the sandy bottom
############################################################################
id              202
location        Near San Clemente (slightly north)
site            Cozumel, Mexico
date            08/07/12
time            PM
depth           19.6
divetime        54
tank            alu
pressure        160
volume          10
air             Air
temp            28.9
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Miguel 
link            https://katzgraber.org/album/album82/index.html
tech            None
comments        Saw toad fish, juvenile jackfish, crabs, barracudas, flounder, lion fish
############################################################################
id              203
location        Farallon Islands, (Great White Shark Adventures)
site            San Francisco, CA
date            26/19/12
time            AM
depth           2.0
divetime        30
tank            alu
pressure        100
volume          10
air             Air
temp            12.0
kilos           40
suit            semi dry
buddy           N/A
guide           N/A
link            https://katzgraber.org/album/album84/index.html
tech            Very cold water. Cage dive
comments        Saw nothing. No sharks...
############################################################################
id              204
location        Farallon Islands, (Great White Shark Adventures)
site            San Francisco, CA
date            26/19/12
time            AM
depth           2.0 
divetime        30
tank            alu
pressure        100
volume          10
air             Air
temp            12.0
kilos           40
suit            semi dry
buddy           N/A
guide           N/A
link            https://katzgraber.org/album/album84/index.html
tech            Very cold water. Cage dive
comments        Saw nothing. No sharks...
############################################################################
id              205
location        Farallon Islands, (Great White Shark Adventures)
site            San Francisco, CA
date            26/19/12
time            PM
depth           2.0 
divetime        30
tank            alu
pressure        100
volume          10
air             Air
temp            12.0
kilos           40
suit            semi dry
buddy           N/A
guide           N/A
link            https://katzgraber.org/album/album84/index.html
tech            Very cold water. Cage dive
comments        Saw nothing. No sharks...
############################################################################
id              206
location        Aquarium
site            Hawaii, USA
date            14/01/13
time            AM
depth           14.5
divetime        59
tank            alu
pressure        140
volume          11
air             EAN32
temp            25.8
kilos           5
suit            long 6:3
buddy           Kim-Vy Tran
guide           Jeff
link            https://katzgraber.org/album/album85/index.html
tech            Pretty cold...
comments        Saw two octopus, conger eel
############################################################################
id              207
location        High Rock
site            Hawaii, USA
date            14/01/13
time            PM
depth           16.9
divetime        47
tank            alu
pressure        140
volume          11
air             EAN32
temp            25.8
kilos           5
suit            long 6:3
buddy           Kim-Vy Tran
guide           Jeff
link            https://katzgraber.org/album/album85/index.html
tech            Pretty cold...
comments        Saw free-swimming octopus
############################################################################
id              208
location        Black Hole
site            Hawaii, USA
date            15/01/13
time            AM
depth           29.3
divetime        47
tank            alu
pressure        160
volume          11
air             EAN32
temp            25.6
kilos           8.5
suit            semi-dry
buddy           Kim-Vy Tran
guide           Matt
link            https://katzgraber.org/album/album85/index.html
tech            None
comments        Nice lava tube with large banded-shrimp looking shrimp. Saw school of pyramid butterflyfish, juvenile dragon wrasse, boxfish
############################################################################
id              209
location        Old Airport (North)
site            Hawaii, USA
date            15/01/13
time            PM
depth           22.5
divetime        50
tank            alu
pressure        155
volume          11
air             EAN32
temp            25.6
kilos           8.5
suit            semi-dry
buddy           Kim-Vy Tran
guide           Matt
link            https://katzgraber.org/album/album85/index.html
tech            None
comments        Saw cowfish, varicose wart slug, flatworm, large honeycomb moray eel, flathead scorpionfish
############################################################################
id              210
location        Pawai Bay
site            Hawaii, USA
date            16/01/13
time            PM
depth           18.5
divetime        59
tank            alu
pressure        145
volume          11
air             EAN32
temp            25.5
kilos           8.5
suit            semi-dry
buddy           Kim-Vy Tran
guide           Mongo
link            https://katzgraber.org/album/album85/index.html
tech            None
comments        Saw moray eel feast on tuna carcass (10 different eels), flatworm
############################################################################
id              211
location        Pawai Bay
site            Hawaii, USA
date            16/01/13
time            NI
depth           18.1
divetime        52
tank            alu
pressure        120
volume          11
air             EAN32
temp            25.5
kilos           8.5
suit            semi-dry
buddy           Kim-Vy Tran
guide           Mongo
link            https://katzgraber.org/album/album85/index.html
tech            None
comments        Saw moray eel feast on tuna carcass with ridgeback slipper lobster (40cm), gumdrop nudibranch, two bigfin squid, octopus
############################################################################
id              212
location        Lone Tree Arch
site            Hawaii, USA
date            17/01/13
time            NI
depth           19.0
divetime        53
tank            alu
pressure        120
volume          11
air             EAN32
temp            25.4
kilos           9.0
suit            semi-dry
buddy           Kim-Vy Tran
guide           Mongo
link            https://katzgraber.org/album/album85/index.html
tech            Twilight
comments        Saw golden lace nudibranch, strawberry nudibranch, scorpionfish
############################################################################
id              213
location        Lone Tree Arch
site            Hawaii, USA
date            17/01/13
time            NI
depth           13.2
divetime        60
tank            alu
pressure        130
volume          11
air             EAN32
temp            25.4
kilos           9.0
suit            semi-dry
buddy           Kim-Vy Tran
guide           Mongo
link            https://katzgraber.org/album/album85/index.html
tech            None
comments        Saw manta, wonderful anemones in arch, nudibranches, turtle
############################################################################
id              214
location        Drift dive close to the pipes
site            Hawaii, USA
date            18/01/13
time            AM
depth           18.2
divetime        62
tank            alu
pressure        160
volume          11
air             EAN32
temp            25.6
kilos           9.0
suit            semi-dry
buddy           Kim-Vy Tran
guide           Mark
link            https://katzgraber.org/album/album85/index.html
tech            Drift dive (advanced)
comments        Saw dead viper moray eel, lobsters, school of pyramid butterfly fish, strawberry nudibranch, female boxfish with white stripe
############################################################################
id              215
location        Aquarium to Suck Em Up to Lone Tree Arch
site            Hawaii, USA
date            18/01/13
time            PM
depth           14.2
divetime        62
tank            alu
pressure        160
volume          11
air             EAN32
temp            25.6
kilos           9.0
suit            semi-dry
buddy           Kim-Vy Tran
guide           Mark 
link            https://katzgraber.org/album/album85/index.html
tech            Drift dive (advanced)
comments        Saw viper moray eel, harlequin shrimp, red octopus, flatworm, juvenile dragon wrassee, huge hawksbill turtle, giant puffer
############################################################################
id              216
location        Suck Em Up
site            Hawaii, USA
date            20/01/13
time            PM
depth           15.6
divetime        62
tank            alu
pressure        160
volume          11
air             EAN32
temp            25.6
kilos           9.0
suit            semi-dry
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album85/index.html
tech            None
comments        Saw two white-tip reef sharks, puffer, leaf scorpion fish, spotted boxfish, two octopus mating
############################################################################
id              217
location        Suck Em Up
site            Hawaii, USA
date            20/01/13
time            NI
depth           15.1
divetime        54
tank            alu
pressure        150
volume          11
air             EAN32
temp            25.6
kilos           9.0
suit            semi-dry
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album85/index.html
tech            None
comments        Saw Hawaiian starry optopus, gold margin eel, several shrimp
############################################################################
id              218
location        Scuba Club Cozumel House Reef
site            Cozumel, Mexico
date            13/06/13
time            PM
depth           5.9
divetime        25
tank            alu
pressure        50
volume          10
air             Air
temp            29.4
kilos           6
suit            long 5
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album88/index.html
tech            None
comments        Saw moray eels, anemonies, red banded cleaner shrimp, two large hermit crabs, tiny boxfish.
############################################################################
id              219
location        Palancar Caves
site            Cozumel, Mexico
date            14/06/13
time            AM
depth           27.5
divetime        51
tank            alu
pressure        165
volume          10
air             EAN32
temp            29.5
kilos           7
suit            long 6:3
buddy           Kim-Vy Tran
guide           Jesus 
link            https://katzgraber.org/album/album88/index.html
tech            None
comments        Saw many sea worm, lobsters, wonderful reef with many sponges. 
############################################################################
id              220
location        Paradise Reef
site            Cozumel, Mexico
date            14/06/13
time            AM
depth           13.0
divetime        66
tank            alu
pressure        150
volume          10
air             EAN32
temp            29.5
kilos           7
suit            long 6:3
buddy           Kim-Vy Tran
guide           Jesus 
link            https://katzgraber.org/album/album88/index.html
tech            None
comments        Saw cuttlefish, bearded scorpionfish, several stingrays, many banded shrimp, schols of snappers. Flat reef with many little things hiding.
############################################################################
id              221
location        Santa Rosa
site            Cozumel, Mexico
date            15/06/13
time            AM
depth           24.4
divetime        55
tank            alu
pressure        165
volume          10
air             EAN32
temp            29.4
kilos           7
suit            long 5
buddy           Kim-Vy Tran
guide           Brian
link            https://katzgraber.org/album/album88/index.html
tech            Wall dive
comments        Saw filefish, lobsters.
############################################################################
id              222
location        San Clemente
site            Cozumel, Mexico
date            15/06/13
time            AM
depth           14.9
divetime        60
tank            alu
pressure        158
volume          10
air             EAN32
temp            29.4
kilos           7
suit            long 5
buddy           Kim-Vy Tran
guide           Brian
link            https://katzgraber.org/album/album88/index.html
tech            Wonderful sandy bottom
comments        Saw drumfish, huge black grouper, large parrotfish, many large schools of fish, many shrimp on anemone.
############################################################################
id              223
location        Paradise Reef
site            Cozumel, Mexico
date            15/06/13
time            NI
depth           13.8
divetime        61
tank            alu
pressure        162
volume          10
air             EAN32
temp            29.4
kilos           7
suit            long 5
buddy           Kim-Vy Tran
guide           Brian
link            https://katzgraber.org/album/album88/index.html
tech            Wonderful sandy bottom
comments        Saw four octopus, toadfish, many crabs, lobster, awesome.
############################################################################
id              224
location        San Francisco
site            Cozumel, Mexico
date            16/06/13
time            AM
depth           20.9
divetime        59
tank            alu
pressure        158
volume          10
air             EAN32
temp            29.5
kilos           7
suit            long 5
buddy           Kim-Vy Tran
guide           Brian
link            https://katzgraber.org/album/album88/index.html
tech            None
comments        Saw lionfish, lobsters, schools of fish, black grouper, mahi mahi.
############################################################################
id              225
location        Chankanaab
site            Cozumel, Mexico
date            16/06/13
time            AM
depth           20.9
divetime        60
tank            alu
pressure        157
volume          10
air             EAN32
temp            29.5
kilos           7
suit            long 5
buddy           Kim-Vy Tran
guide           Brian
link            https://katzgraber.org/album/album88/index.html
tech            None
comments        Saw drumfish, lionfish, large green moray eel, triggerfish. 
############################################################################
id              226
location        Dalila
site            Cozumel, Mexico
date            17/06/13
time            AM
depth           18.5
divetime        57
tank            alu
pressure        170
volume          10
air             EAN32
temp            29.5
kilos           7
suit            long 6:3
buddy           Kim-Vy Tran
guide           Geiser
link            https://katzgraber.org/album/album88/index.html
tech            None
comments        Saw hawksbill turtle, lemon shark, splendid toadfish, barracudas, black grouper, large green moray eel.
############################################################################
id              227
location        San Clemente
site            Cozumel, Mexico
date            17/06/13
time            AM
depth           13.9
divetime        66
tank            alu
pressure        165
volume          10
air             EAN32
temp            29.3
kilos           7
suit            long 6:3
buddy           Kim-Vy Tran
guide           Geiser
link            https://katzgraber.org/album/album88/index.html
tech            Heavy rain
comments        Saw several barracudas, lobster families, large parrot fish, drumfish, huge spanish lobster.
############################################################################
id              228
location        French Lady
site            Cozumel, Mexico
date            18/06/13
time            AM
depth           17.8
divetime        63
tank            alu
pressure        167
volume          10
air             EAN32
temp            29.5
kilos           7
suit            long 5
buddy           Kim-Vy Tran
guide           Geiser
link            https://katzgraber.org/album/album88/index.html
tech            None
comments        Saw barracuda, drum fish, napping green moray eel, parrotfish, lobsters, large stingray.
############################################################################
id              229
location        Paradise
site            Cozumel, Mexico
date            18/06/13
time            AM
depth           12.6
divetime        66
tank            alu
pressure        163
volume          10
air             EAN32
temp            29.5
kilos           7
suit            long 5
buddy           Kim-Vy Tran
guide           Geiser
link            https://katzgraber.org/album/album88/index.html
tech            None
comments        Saw nudibranch, splendid toadfish, juvenile drumfish, seaworms, blennie, stingray.
############################################################################
id              230
location        Palancar Gardens
site            Cozumel, Mexico
date            19/06/13
time            AM
depth           26.6
divetime        61
tank            alu
pressure        164
volume          10
air             EAN32
temp            29.1
kilos           7
suit            long 5
buddy           Kim-Vy Tran
guide           Geiser
link            https://katzgraber.org/album/album88/index.html
tech            None
comments        Saw nudibranch, large crab, parrot fish. Amazing underwater landscape with several swim throughs. Very healthy reef.
############################################################################
id              231
location        Yucap
site            Cozumel, Mexico
date            19/06/13
time            AM
depth           16.3
divetime        60
tank            alu
pressure        164
volume          10
air             EAN32
temp            29.5
kilos           7
suit            long 5
buddy           Kim-Vy Tran
guide           Geiser
link            https://katzgraber.org/album/album88/index.html
tech            None
comments        Saw large stingrays, lemon shark, several large fish. 
############################################################################
id              232
location        Garden Eel Cove
site            Hawaii, USA
date            19/10/14
time            PM
depth           25.0
divetime        55
tank            alu
pressure        163
volume          11
air             EAN32
temp		29.0
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album91/index.html
tech            None
comments        Saw goatfish, puffer, trumpetfish
############################################################################
id              233
location        Garden Eel Cove
site            Hawaii, USA
date            19/10/14
time            NI
depth           10.8
divetime        68
tank            alu
pressure        146
volume          11
air             EAN32
temp		27.2
kilos           8
suit            long 7:5
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album91/index.html
tech            None
comments        Manta dive. Saw 8 mantas. Amazing.
############################################################################
id              234
location        Tako City
site            Hawaii, USA
date            20/10/14
time            AM
depth           18.3
divetime        67
tank            alu
pressure        158
volume          11
air             EAN32
temp            28.3
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Shannon
link            https://katzgraber.org/album/album91/index.html
tech            None
comments        Saw needle fish, boring dive.
############################################################################
id              235
location        Turtle Heaven
site            Hawaii, USA
date            20/10/14
time            PM
depth           15.0
divetime        75
tank            alu
pressure        155
volume          11
air             EAN32
temp            28.3
kilos           8
suit            long 7:5
buddy           Kim-Vy Tran
guide           Shannon
link            https://katzgraber.org/album/album91/index.html
tech            None
comments        Saw many turtles, flounder, flatworms, reticulated moray eel.
############################################################################
id              236
location        Pipe Dreams
site            Hawaii, USA
date            21/10/14
time            AM
depth           22.1
divetime        62
tank            alu
pressure        150
volume          11
air             EAN32
temp            28.3
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Mark
link            https://katzgraber.org/album/album91/index.html
tech            Drift dive
comments        Interesting dive near the big pipes by the airport. Saw two manta rays.
############################################################################
id              237
location        Manta Ray Bay
site            Hawaii, USA
date            21/10/14
time            PM
depth           21.8
divetime        77
tank            alu
pressure        173
volume          11
air             EAN32
temp            28.3
kilos           8
suit            long 7:5
buddy           Kim-Vy Tran
guide           Mark
link            https://katzgraber.org/album/album91/index.html
tech            None
comments        Saw zebra moray eel, close to harbor.
############################################################################
id              238
location        Hoovers
site            Hawaii, USA
date            22/10/14
time            AM
depth           16.0
divetime        76
tank            alu
pressure        163
volume          11
air             EAN32
temp            28.3
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album91/index.html
tech            None
comments        Saw conger eel, strawberry nudibranch
############################################################################
id              239
location        Lone Tree Arch
site            Hawaii, USA
date            22/10/14
time            PM
depth           13.7
divetime        77
tank            alu
pressure        175
volume          11
air             EAN32
temp            28.3
kilos           8
suit            long 7:5
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album91/index.html
tech            None
comments        Saw many nudibranches in the arch, leaf scorpion fish, baby scorpion fish
############################################################################
id              240
location        Keahole Wash Rock
site            Hawaii, USA
date            17/10/15
time            AM
depth           19.5
divetime        52
tank            alu
pressure        181
volume          11
air             EAN32
temp            28.8 
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Sarah
link            https://katzgraber.org/album/album92/index.html
tech            None
comments        Saw large eagle ray, manta, dolphins, nudibranches
############################################################################
id              241
location        Pyramid Pinnacle
site            Hawaii, USA
date            17/10/15
time            PM
depth           16.2
divetime        55
tank            alu
pressure        200
volume          11
air             EAN32
temp            28.8 
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Sarah
link            https://katzgraber.org/album/album92/index.html
tech            None
comments        Saw hundreds of dolphins. Largest group ever.
############################################################################
id              242
location        Kaloko
site            Hawaii, USA
date            18/10/15
time            AM
depth           25.3
divetime        66
tank            alu
pressure        191
volume          12
air             EAN32
temp            28.9
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Mongo
link            https://katzgraber.org/album/album92/index.html
tech            None
comments        Saw turtle, leaf scorpion fish, cleaner shrimp, octopus
############################################################################
id              243
location        Lone Tree
site            Hawaii, USA
date            18/10/15
time            PM
depth           16.8
divetime        72
tank            alu
pressure        198
volume          12
air             EAN32
temp            28.9
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Mongo
link            https://katzgraber.org/album/album92/index.html
tech            None
comments        Saw puffer, juvenile dragon wrasse, psychodelic wrasse, flounder
############################################################################
id              244
location        Garden Eel Cove
site            Hawaii, USA
date            19/10/15
time            PM
depth           20.6
divetime        65
tank            alu
pressure        205
volume          12
air             EAN32
temp            28.9
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Neal
link            https://katzgraber.org/album/album92/index.html
tech            None
comments        Saw two octopus, manta, leaf scorpion fish
############################################################################
id              245
location        Garden Eel Cove
site            Hawaii, USA
date            19/10/15
time            NI
depth           17.0
divetime        74
tank            alu
pressure        189
volume          12
air             EAN32
temp            28.9
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Neal
link            https://katzgraber.org/album/album92/index.html
tech            None
comments        Saw mantas, stone fish, box fish, moray eel.
############################################################################
id              246
location        Lone Tree Arch
site            Hawaii, USA
date            20/10/15
time            PM
depth           20.3
divetime        71
tank            alu
pressure        195
volume          12
air             EAN32
temp            29.2
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Patty
link            https://katzgraber.org/album/album92/index.html
tech            None
comments        Saw eagle ray, scorpionfish, flame angel fish, nudibranch 
############################################################################
id              247
location        Manta Ray Bay
site            Hawaii, USA
date            20/10/15
time            NI
depth           21.1
divetime        73
tank            alu
pressure        197
volume          12
air             EAN32
temp            28.5
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Patty
link            https://katzgraber.org/album/album92/index.html
tech            None
comments        Saw loads of shrimp, giant lobster, bugs, moray eels
############################################################################
id              248
location        Two Step, Honaunau Bay
site            Hawaii, USA
date            21/10/15
time            PM
depth           17.8
divetime        85
tank            alu
pressure        170
volume          12
air             Air
temp            29.5
kilos           8
suit            long 5:3
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album92/index.html
tech            Shore dive
comments        Saw moray eel, turtle, school of dolphins with babies
############################################################################
